phenotype,peak_value,lower_bound,upper_bound,n_patients
tadalafil__median_dose,20231.56552779194,17666.496685364607,57567.56756756757,2168
oxycodone__median_dose,11367.424242424244,1666.6666666666667,389696.9696969697,331
diazepam__median_dose,2049.211703958692,342.85714285714283,2791.104991394148,17587
diazepam__median_dose,3532.998278829604,2791.104991394148,4274.891566265061,1078
diazepam__median_dose,5016.7848537005175,4274.891566265061,7539.222030981068,6203
diazepam__median_dose,10061.659208261619,7539.222030981068,15180.722891566265,123
olmesartan__median_dose,9940.378514828284,4519.600307455803,56146.05942528894,114
valsartan__median_dose,39812.51888341544,10361.904761904761,60201.40558292283,149
valsartan__median_dose,80590.29228243022,60201.40558292283,121368.065681445,436
valsartan__median_dose,162145.8390804598,121368.065681445,463448.275862069,97
ivabradine__median_dose,5078.32684436458,3456.7901234567903,22533.69272237197,66
citalopram__median_dose,10297.417271993541,5045.045045045045,12748.524311236173,2944
citalopram__median_dose,15199.631350478805,12748.524311236173,17650.73838972144,626
citalopram__median_dose,20101.845428964072,17650.73838972144,75076.67473769168,4870
donepezil__median_dose,10025.345622119818,1428.5714285714287,20322.58064516129,80
varenicline__median_dose,502.3772427407667,269.6078431372549,748.8389599680145,116
varenicline__median_dose,995.3006771952622,748.8389599680145,1132.223853432622,773
varenicline__median_dose,1269.1470296699817,1132.223853432622,3008.0713678844522,154
nifedipine__median_dose,5236.568057455541,2454.172366621067,12470.796853625172,684
nifedipine__median_dose,19705.025649794803,12470.796853625172,24713.337893296855,289
nifedipine__median_dose,29721.650136798908,24713.337893296855,44746.586867305065,432
nifedipine__median_dose,59771.52359781122,44746.586867305065,113750.0,80
escitalopram__median_dose,4921.91906549854,2666.6666666666665,7382.194409678765,182
escitalopram__median_dose,9842.46975385899,7382.194409678765,14968.043387567794,720
escitalopram__median_dose,20093.617021276597,14968.043387567794,43671.25573633709,72
frovatriptan__median_dose,2494.3493532560215,356.26672613737736,3571.4285714285716,246
domperidone__median_dose,10149.8188654828,2487.5621890547263,20133.97150446484,7989
domperidone__median_dose,30118.124143446876,20133.97150446484,48925.48144013397,125
cabergoline__median_dose,520.1277209669347,66.5822072072072,7044.205495818399,66
colestyramine__median_dose,4024213.254350241,2033898.3050847459,19340984.820436876,544
cinnarizine__median_dose,15219.019239489538,5232.558139534884,62298.050139275765,4903
clopidogrel__median_dose,74665.2294526989,20281.17359413203,161538.46153846153,2530
apomorphine__median_dose,1627.4061864440573,155.84415584415584,98259.97952917093,177
pethidine__median_dose,49842.39482200647,13333.333333333334,210679.61165048543,275
nitrazepam__median_dose,4939.583333333333,1166.6666666666667,14886.363636363636,882
dalteparin__median_dose,642.4434682964095,105.88235294117646,35876.62337662338,115
melatonin__median_dose,2032.4029004573074,1000.0,9977.416525715718,311
tolfenamic_acid__median_dose,198984.59330594586,51409.06565055172,280208.3333333333,98
zopiclone__median_dose,3820.127388535032,668.7898089171974,4735.031847133758,7681
zopiclone__median_dose,5649.9363057324845,4735.031847133758,6564.840764331211,711
zopiclone__median_dose,7479.745222929937,6564.840764331211,21000.0,6927
ciprofibrate__median_dose,99943.63636363635,24000.0,190909.0909090909,82
zolmitriptan__median_dose,2502.142857142857,200.0,3757.857142857142,1056
zolmitriptan__median_dose,5013.5714285714275,3757.857142857142,8571.42857142857,88
ramipril__median_dose,1157.9167139292194,444.90131578947364,1870.9321120689656,1675
ramipril__median_dose,2583.9475102087117,1870.9321120689656,3724.772147232305,4392
ramipril__median_dose,4865.5967842558985,3724.772147232305,6149.024500907441,2245
ramipril__median_dose,7432.452217558984,6149.024500907441,8715.879934210527,583
ramipril__median_dose,9999.307650862069,8715.879934210527,28965.51724137931,1976
orlistat__median_dose,120454.12844036697,60000.0,149366.97247706424,1660
orlistat__median_dose,178279.81651376147,149366.97247706424,196678.89908256882,269
orlistat__median_dose,215077.98165137615,196678.89908256882,585688.0733944954,191
metoprolol__median_dose,50564.19027688345,12500.0,74127.73663876369,459
metoprolol__median_dose,97691.28300064392,74127.73663876369,375016.0978750805,79
naratriptan__median_dose,2503.2954545454545,136.36363636363637,3750.0,1146
losartan__median_dose,24915.958299919806,6511.627906976744,37657.417802726544,1041
losartan__median_dose,50398.87730553328,37657.417802726544,61724.61908580593,1765
losartan__median_dose,73050.36086607858,61724.61908580593,87207.53809141941,204
losartan__median_dose,101364.71531676022,87207.53809141941,289655.1724137931,516
amiloride__median_dose,2340.625998432275,612.0476667691971,3575.3248067630448,420
amiloride__median_dose,4810.023615093814,3575.3248067630448,22342.74669339075,891
amiloride__median_dose,39875.46977168768,22342.74669339075,50000.0,64
rutosides__median_dose,249761.21008803014,206871.34502923978,986687.073370883,198
bumetanide__median_dose,974.9257278669043,366.01307189542484,8484.848484848484,350
reboxetine__median_dose,4032.135882186349,692.1212121212121,13295.95015576324,102
levomepromazine__median_dose,25013.377192982458,877.1929824561404,77500.0,308
haloperidol__median_dose,644.3888888888889,188.88888888888889,2770.0555555555547,198
haloperidol__median_dose,4895.722222222221,2770.0555555555547,30555.555555555555,151
fluoxetine__median_dose,20097.951244173717,4039.4337714863495,60385.10911424904,7459
mirtazapine__median_dose,15109.176079371504,3529.4117647058824,18844.583922812024,1751
mirtazapine__median_dose,22579.991766252548,18844.583922812024,26315.39960969307,145
mirtazapine__median_dose,30050.807453133595,26315.39960969307,78237.56863351635,682
furosemide__median_dose,5126.838731443995,2763.157894736842,12217.881241565454,63
furosemide__median_dose,19308.92375168691,12217.881241565454,24824.179037336933,3422
furosemide__median_dose,30339.434322986956,24824.179037336933,35066.795996401255,472
furosemide__median_dose,39794.15766981556,35066.795996401255,160341.88034188034,3406
pizotifen__median_dose,519.5163224516989,105.26315789473684,759.3471019320453,905
pizotifen__median_dose,999.1778814123918,759.3471019320453,1239.0086608927381,85
pizotifen__median_dose,1478.8394403730847,1239.0086608927381,4465.822784810127,1054
amiodarone__median_dose,198983.61809496506,65481.70835782966,658823.5294117647,512
warfarin__median_dose,967.9540229885058,266.6666666666667,1468.8735632183907,169
warfarin__median_dose,1969.7931034482758,1468.8735632183907,2470.712643678161,245
warfarin__median_dose,2971.6321839080456,2470.712643678161,20303.44827586207,536
nefopam__median_dose,30447.525773195877,8000.0,203195.87628865978,3630
gabapentin__median_dose,114698.5887519756,59154.92957746479,207271.35404282698,2376
gabapentin__median_dose,299844.11933367833,207271.35404282698,3762065.5412115194,2806
imipramine__median_dose,10686.572410649896,4827.586206896552,18219.554672618484,305
imipramine__median_dose,25752.536934587068,18219.554672618484,172227.1920284207,313
omega_3_acid__median_dose,460647.46526187204,170000.0,4045299.5368249603,91
hydrochlorothiazide__median_dose,22688.362068965518,2500.0,37108.620689655174,351
hydrochlorothiazide__median_dose,51528.879310344826,37108.620689655174,579310.3448275862,466
perindopril__median_dose,2048.444495412844,778.2294068586567,3025.533025069911,780
perindopril__median_dose,4002.6215547269785,3025.533025069911,5956.798614041113,751
perindopril__median_dose,7910.975673355248,5956.798614041113,20320.0,162
isometheptene__median_dose,322899.897593446,41935.48387096774,687830.6878306878,94
colesevelam__median_dose,621166.4497913884,462588.47320525785,3345824.411134904,57
topiramate__median_dose,26575.46327526685,11392.405063291139,618714.7335423197,306
dextropropoxyphene__median_dose,33358.12932752671,8614.4578313253,191900.91335874313,10852
risperidone__median_dose,1039.558187134503,263.1578947368421,12207.777777777777,81
venlafaxine__median_dose,37015.39815010673,14705.882352941177,55268.63834778763,721
venlafaxine__median_dose,73521.87854546853,55268.63834778763,420333.4423014057,861
ibuprofen__median_dose,106580.79059747173,2.600806451612903,155025.4223206627,332
ibuprofen__median_dose,203470.05404385368,155025.4223206627,251914.68576704466,4464
ibuprofen__median_dose,300359.31749023567,251914.68576704466,348803.9492134266,1340
ibuprofen__median_dose,397248.58093661757,348803.9492134266,445693.2126598085,39268
ibuprofen__median_dose,494137.84438299946,445693.2126598085,542582.4761061905,1662
ibuprofen__median_dose,591027.1078293815,542582.4761061905,697605.2976204016,4995
ibuprofen__median_dose,804183.4874114217,697605.2976204016,1937787.8697340903,921
apixaban__median_dose,4968.349858821984,1783.43949044586,7065.729857508701,125
apixaban__median_dose,9163.109856195417,7065.729857508701,17319.58762886598,61
lercanidipine__median_dose,9952.684117354756,5171.901528013583,15023.211106049941,615
lercanidipine__median_dose,20093.738094745124,15023.211106049941,34146.34146341463,102
eplerenone__median_dose,24702.83256683308,11986.301369863013,77199.28186714542,71
lorazepam__median_dose,988.2867461759363,218.58407079646017,4379.139072847682,1087
promethazine__median_dose,5184.589997461284,4102.5641025641025,7709.317085554709,52
promethazine__median_dose,10234.044173648133,7709.317085554709,17447.550139629348,475
promethazine__median_dose,24661.056105610558,17447.550139629348,76237.62376237624,1396
prochlorperazine__median_dose,3069.483066685835,821.917808219178,3504.495697356801,5073
prochlorperazine__median_dose,3939.5083280277668,3504.495697356801,4447.02306381056,1053
prochlorperazine__median_dose,4954.537799593354,4447.02306381056,6259.575691606252,22836
prochlorperazine__median_dose,7564.61358361915,6259.575691606252,10029.685157421289,114
prochlorperazine__median_dose,12494.756731223428,10029.685157421289,15322.338830584707,187
amitriptyline__median_dose,9913.344582860582,1973.6842105263158,13577.80321624563,20865
amitriptyline__median_dose,17242.261849630675,13577.80321624563,20906.72048301572,1339
amitriptyline__median_dose,24571.179116400766,20906.72048301572,37396.78433324843,3952
amitriptyline__median_dose,50222.38955009609,37396.78433324843,124122.3053233612,339
oxazepam__median_dose,10094.67827036206,4545.454545454545,12600.779307417066,311
oxazepam__median_dose,15106.880344472072,12600.779307417066,40346.897931954634,61
pregabalin__median_dose,80147.11012817918,14685.314685314685,115853.54400610528,1094
pregabalin__median_dose,151559.97788403137,115853.54400610528,1204899.7772828508,262
timolol__median_dose,1748.6633013697265,0.20501138952164008,5918.0638390148315,74
timolol__median_dose,10087.464376659937,5918.0638390148315,26899.56331877729,79
loprazolam__median_dose,1001.4948965784066,530.948121645796,1521.5729109776078,186
acamprosate__median_dose,335043.84627727856,100776.31578947368,1974916.5596919127,75
isosorbide_mononitrate__median_dose,10489.130262560253,7197.802197802198,18168.895746995717,462
isosorbide_mononitrate__median_dose,25848.66123143118,18168.895746995717,32431.31736094729,263
isosorbide_mononitrate__median_dose,39013.9734904634,32431.31736094729,49985.06703965692,217
isosorbide_mononitrate__median_dose,60956.160588850435,49985.06703965692,226619.67318167255,562
clonidine__median_dose,24.11618202159957,15.957446808510639,32.2749172346885,3233
clonidine__median_dose,40.433652447777426,32.2749172346885,70.73752609639345,217
clonidine__median_dose,101.04139974500947,70.73752609639345,249.06416718248002,125
bisoprolol__median_dose,1304.728830444759,379.7620478307896,1921.3733521874055,1965
bisoprolol__median_dose,2538.017873930052,1921.3733521874055,3154.662395672698,2956
bisoprolol__median_dose,3771.3069174153443,3154.662395672698,4387.9514391579905,412
bisoprolol__median_dose,5004.595960900638,4387.9514391579905,7471.174047871224,1287
bisoprolol__median_dose,9937.752134841809,7471.174047871224,20934.579439252335,282
clobazam__median_dose,9828.002191952402,1481.4814814814815,36998.59088774072,79
rosuvastatin__median_dose,4834.987587042084,1045.751633986928,7458.304785311037,888
rosuvastatin__median_dose,10081.621983579991,7458.304785311037,15036.77669142135,719
rosuvastatin__median_dose,19991.931399262707,15036.77669142135,59341.689373297006,143
moxonidine__median_dose,197.11649408678403,141.77215189873417,879.6967144060657,95
sildenafil__median_dose,13518.810148731409,2099.737532808399,19667.54155730534,389
sildenafil__median_dose,25816.272965879267,19667.54155730534,31965.004374453194,900
sildenafil__median_dose,38113.73578302712,31965.004374453194,44262.46719160105,154
sildenafil__median_dose,50411.198600174976,44262.46719160105,56559.93000874891,5186
sildenafil__median_dose,62708.661417322844,56559.93000874891,68857.39282589676,84
sildenafil__median_dose,75006.1242344707,68857.39282589676,87303.58705161855,439
sildenafil__median_dose,99601.04986876641,87303.58705161855,177777.77777777778,3452
paroxetine__median_dose,20146.775793650795,2539.6825396825398,25053.670634920636,2654
paroxetine__median_dose,29960.565476190477,25053.670634920636,60267.857142857145,139
morphine__median_dose,11658.08104029615,2222.222222222222,379656.57494517934,2447
aspirin__median_dose,73999.33687002654,15517.241379310344,130315.42882404954,19682
aspirin__median_dose,186631.52077807253,130315.42882404954,242947.61273209553,134
aspirin__median_dose,299263.7046861185,242947.61273209553,448717.9487179487,943
diamorphine__median_dose,4959.7051597051595,1081.081081081081,7545.454545454546,116
diamorphine__median_dose,10131.203931203932,7545.454545454546,87272.72727272728,98
cyclizine__median_dose,50189.0120967742,10752.68817204301,203125.0,4201
telmisartan__median_dose,40038.793103448275,5000.0,132413.7931034483,69
clomipramine__median_dose,10629.407928825975,7133.75796178344,17620.707862911044,228
clomipramine__median_dose,24612.007796996113,17620.707862911044,240177.0890979524,114
duloxetine__median_dose,20065.18980704698,11275.167785234898,24859.747273489935,264
duloxetine__median_dose,29654.304739932886,24859.747273489935,34448.86220637584,341
duloxetine__median_dose,39243.419672818796,34448.86220637584,49631.62751677853,134
duloxetine__median_dose,60019.83536073826,49631.62751677853,171093.75,299
betahistine__median_dose,8271.878522520845,4033.6134453781515,10228.000865817472,4859
betahistine__median_dose,12184.1232091141,10228.000865817472,14140.245552410728,431
betahistine__median_dose,16096.367895707355,14140.245552410728,69237.69155526573,4395
tramadol__median_dose,50707.89757994814,20192.30769230769,62444.66292134832,15990
tramadol__median_dose,74181.4282627485,62444.66292134832,85918.19360414866,861
tramadol__median_dose,97654.95894554883,85918.19360414866,489662.9213483146,1314
felodipine__median_dose,2528.993328367217,1094.0499040307102,3772.6109627921896,800
felodipine__median_dose,5016.228597217162,3772.6109627921896,7503.463866067106,826
felodipine__median_dose,9990.699134917051,7503.463866067106,20226.628895184134,204
chlortalidone__median_dose,11946.829603854363,3365.695792880259,18239.661065235374,306
chlortalidone__median_dose,24532.492526616385,18239.661065235374,37118.155449378406,176
chlortalidone__median_dose,49703.81837214042,37118.155449378406,117780.81327253499,71
nebivolol__median_dose,5006.017189681205,1193.1818181818182,11933.563146349106,153
propranolol__median_dose,10834.225393993456,3050.8474576271187,24844.305679452867,2581
propranolol__median_dose,38854.385964912275,24844.305679452867,49751.115075825146,3563
propranolol__median_dose,60647.84418673802,49751.115075825146,69987.89771037763,366
propranolol__median_dose,79327.95123401724,69987.89771037763,119801.5165031222,2958
propranolol__median_dose,160275.08177222716,119801.5165031222,314385.9649122807,128
spironolactone__median_dose,23962.605042016803,10000.0,36655.882352941175,704
spironolactone__median_dose,49349.15966386554,36655.882352941175,74735.71428571428,140
spironolactone__median_dose,100122.268907563,74735.71428571428,263865.5462184874,93
rivaroxaban__median_dose,9782.727272727272,3818.181818181818,12433.636363636364,89
rivaroxaban__median_dose,15084.545454545456,12433.636363636364,17514.545454545456,130
rivaroxaban__median_dose,19944.545454545456,17514.545454545456,48000.0,309
disulfiram__median_dose,199788.3899139518,30985.915492957745,346504.55927051674,80
doxazosin__median_dose,1054.0929535232385,486.95652173913044,2528.6476761619188,1152
doxazosin__median_dose,4003.2023988005994,2528.6476761619188,5931.466266866566,944
doxazosin__median_dose,7859.7301349325335,5931.466266866566,23172.41379310345,130
olanzapine__median_dose,2537.868809272919,1346.1538461538462,3729.5837723919917,95
olanzapine__median_dose,4921.2987355110645,3729.5837723919917,23013.698630136987,79
amlodipine__median_dose,5022.680412371134,2164.9484536082473,6292.783505154639,9679
amlodipine__median_dose,7562.8865979381435,6292.783505154639,8832.989690721648,668
amlodipine__median_dose,10103.092783505152,8832.989690721648,23333.333333333332,1304
metoclopramide__median_dose,259683.95076065496,1265.8227848101267,380645.6276855185,59
metoclopramide__median_dose,501607.30461038207,380645.6276855185,1100917.4311926605,725
paracetamol__median_dose,313985.07174155855,82038.83495145632,403195.1628146748,3054
paracetamol__median_dose,492405.25388779107,403195.1628146748,688667.4542486467,62130
paracetamol__median_dose,884929.6546095025,688667.4542486467,3650442.4778761063,1300
ezetimibe__median_dose,10072.58566978193,4361.370716510904,46666.666666666664,1581
dosulepin__median_dose,26147.211984140282,5496.45390070922,38537.66683419891,2355
dosulepin__median_dose,50928.12168425755,38537.66683419891,63318.57653431619,237
dosulepin__median_dose,75709.03138437483,63318.57653431619,280839.89501312334,1400
fluvastatin__median_dose,20175.888501742163,7526.132404181185,29813.79790940767,165
fluvastatin__median_dose,39451.707317073175,29813.79790940767,128000.0,91
lamotrigine__median_dose,27470.65525950949,6131.386861313868,615824.769666903,109
meptazinol__median_dose,203084.83754512636,100000.0,996389.8916967509,548
candesartan__median_dose,3971.198786039454,1037.037037037037,6105.134603495757,889
candesartan__median_dose,8239.070420952059,6105.134603495757,12240.200078682628,744
candesartan__median_dose,16241.329736413198,12240.200078682628,54385.43247344461,267
procyclidine__median_dose,5069.6100917431195,2500.0,26972.477064220184,151
atenolol__median_dose,25024.249060256545,5574.091118269673,31166.404199831348,3099
atenolol__median_dose,37308.55933940615,31166.404199831348,43450.71447898095,600
atenolol__median_dose,49592.86961855575,43450.71447898095,61877.179897705355,4664
atenolol__median_dose,74161.49017685496,61877.179897705355,87469.49297926703,202
atenolol__median_dose,100777.49578167911,87469.49297926703,210312.5957707631,431
irbesartan__median_dose,77420.58224099877,9102.582496413199,112844.73025670982,224
irbesartan__median_dose,148268.87827242087,112844.73025670982,224177.76687751594,403
irbesartan__median_dose,300086.65548261104,224177.76687751594,515161.8398637138,157
lofepramine__median_dose,70180.73674214749,20831.099195710456,82184.70263182136,1443
lofepramine__median_dose,94188.66852149523,82184.70263182136,287585.8967440187,102
nortriptyline__median_dose,10196.24086881025,4912.2807017543855,17828.627776779835,1026
nortriptyline__median_dose,25461.014684749418,17828.627776779835,122333.61774744028,123
enoxaparin__median_dose,40349.28053616684,6609.356538041633,69688.34488236268,295
enoxaparin__median_dose,99027.40922855852,69688.34488236268,300000.0,61
nicotine__median_dose,1961.3690476190475,250.0,6068.654761904762,324
nicotine__median_dose,10175.940476190477,6068.654761904762,12571.857142857143,625
nicotine__median_dose,14967.77380952381,12571.857142857143,18048.238095238095,838
nicotine__median_dose,21128.70238095238,18048.238095238095,23182.345238095237,708
nicotine__median_dose,25235.988095238095,23182.345238095237,68704.76190476191,101
ticagrelor__median_dose,89060.66929133858,63000.0,337322.83464566927,69
pyridoxine__median_dose,10536.301369863013,3333.3333333333335,30087.214611872143,96
pyridoxine__median_dose,49638.12785388128,30087.214611872143,209132.4200913242,807
nicorandil__median_dose,10169.13708923652,5637.692577030813,14700.581601442229,519
nicorandil__median_dose,19232.02611364794,14700.581601442229,75352.22353404171,130
trazodone__median_dose,51570.99022259206,19565.217391304348,76190.81547742875,924
trazodone__median_dose,100810.64073226546,76190.81547742875,125430.46598710216,240
trazodone__median_dose,150050.29124193886,125430.46598710216,511961.7224880383,218
simvastatin__median_dose,10470.581802355118,4117.64705882353,15090.897979469,1512
simvastatin__median_dose,19711.214156582882,15090.897979469,24909.069855835998,5528
simvastatin__median_dose,30106.925555089114,24909.069855835998,35304.78125434223,1477
simvastatin__median_dose,40502.636953595356,35304.78125434223,119625.55148667058,9349
zolpidem__median_dose,5000.044412893754,1111.111111111111,7509.033639850299,1111
zolpidem__median_dose,10018.022866806843,7509.033639850299,26201.00338067655,892
digoxin__median_dose,62.31670692194404,24.8,93.01219440353462,131
digoxin__median_dose,123.7076818851252,93.01219440353462,188.5092665684831,353
digoxin__median_dose,253.31085125184097,188.5092665684831,706.9219440353461,162
buprenorphine__median_dose,204.95208333333332,0.4166666666666667,1320.0,284
heparin__median_dose,50.641304347826086,2.1739130434782608,200.0,57
tranexamic_acid__median_dose,502723.8805970149,179104.4776119403,1500000.0,6114
phenytoin__median_dose,100910.65091775541,22580.645161290322,649220.691213011,67
glyceryl_trinitrate__median_dose,394.07849736713536,9.467455621301776,2701.744747842137,8855
glyceryl_trinitrate__median_dose,5009.410998317138,2701.744747842137,5137.614678899083,69
codeine__median_dose,7454.738302934179,3000.0,12800.424266455195,16707
codeine__median_dose,18146.11022997621,12800.424266455195,24382.74385408406,4006
codeine__median_dose,30619.37747819191,24382.74385408406,181189.53211736717,28148
dihydrocodeine__median_dose,13300.650289017343,2500.0,34901.95086705203,16840
dihydrocodeine__median_dose,56503.25144508671,34901.95086705203,279716.6907514451,762
dihydrocodeine__median_dose,502930.1300578035,279716.6907514451,722543.3526011561,205
triamterene__median_dose,25133.305599407355,14538.198403648803,82893.72869886526,109
chlordiazepoxide__median_dose,4846.4199517296865,1327.4336283185842,7330.410297666935,407
chlordiazepoxide__median_dose,9814.400643604184,7330.410297666935,42727.27272727273,248
clonazepam__median_dose,503.16227889757306,147.05882352941177,4895.104895104895,448
indapamide__median_dose,1474.4736842105265,789.4736842105264,1979.2105263157896,505
indapamide__median_dose,2483.9473684210525,1979.2105263157896,8000.0,1099
chloral_hydrate__median_dose,697224.8522301991,143300.0,2605188.2321342183,60
sotalol__median_dose,41386.26619282357,31328.671328671328,60064.65665482059,180
sotalol__median_dose,78743.04711681762,60064.65665482059,318688.52459016396,118
adrenaline__median_dose,44444.69111111111,0.26666666666666666,121481.69348148147,60
adrenaline__median_dose,198518.69585185184,121481.69348148147,299259.39125925925,353
adrenaline__median_dose,400000.08666666667,299259.39125925925,592592.5925925926,318
dipyridamole__median_dose,200375.93984962403,21052.63157894737,295112.7819548872,301
dipyridamole__median_dose,389849.62406015035,295112.7819548872,697744.3609022556,71
hyoscine__median_dose,983.8858412509669,133.33333333333334,5520.1658834783475,370
hyoscine__median_dose,10056.445925705728,5520.1658834783475,15159.760973211529,9103
hyoscine__median_dose,20263.07602071733,15159.760973211529,56836.83386117558,276
clomethiazole__median_dose,191591.25358429528,128955.22388059701,1520866.9950738917,66
prasugrel__median_dose,10042.229750538958,4691.09947643979,19764.70588235294,53
lormetazepam__median_dose,506.8168156800648,277.80159478693304,750.607212114689,115
lormetazepam__median_dose,994.3976085493131,750.607212114689,1755.3191489361702,159
enalapril__median_dose,4938.105937815334,689.6551724137931,7487.176397056259,490
enalapril__median_dose,10036.246856297184,7487.176397056259,15134.387774779032,279
enalapril__median_dose,20232.52869326088,15134.387774779032,57335.66537776767,137
diltiazem__median_dose,87590.1825892857,1.025,105108.01410714284,164
diltiazem__median_dose,122625.84562499999,105108.01410714284,150654.3760535714,252
diltiazem__median_dose,178682.90648214283,150654.3760535714,210215.0032142857,218
diltiazem__median_dose,241747.09994642856,210215.0032142857,700714.2857142857,139
carbamazepine__median_dose,106370.95905571218,46776.611694152925,148938.35002825453,1474
carbamazepine__median_dose,191505.74100079687,148938.35002825453,293667.47933489847,429
carbamazepine__median_dose,395829.2176690001,293667.47933489847,1749472.2505958462,101
trifluoperazine__median_dose,1020.9340303901971,606.060606060606,28264.288894700017,222
naftidrofuryl__median_dose,102302.08084598329,78321.67832167832,611219.512195122,219
buspirone__median_dose,4913.264928944364,2055.9006211180126,40154.091392136026,382
fenofibrate__median_dose,158852.55071271927,55584.07738095238,180035.82729359454,125
fenofibrate__median_dose,201219.10387446982,180035.82729359454,585165.991902834,139
rasagiline__median_dose,998.5537828100876,626.8656716417911,1931.0344827586207,57
bezafibrate__median_dose,197245.15824279643,153424.65753424657,298369.3906471422,59
bezafibrate__median_dose,399493.62305148796,298369.3906471422,827586.2068965518,330
temazepam__median_dose,10061.287577013469,1492.5373134328358,12613.681272548125,8222
temazepam__median_dose,15166.074968082781,12613.681272548125,17536.154828222105,112
temazepam__median_dose,19906.23468836143,17536.154828222105,37955.304392499354,731
quetiapine__median_dose,26254.216726592414,14021.16402116402,829558.0110497237,140
sertraline__median_dose,50816.77949368874,16091.954022988506,62391.721317255484,4033
sertraline__median_dose,73966.66314082223,62391.721317255484,86827.70961145194,262
sertraline__median_dose,99688.75608208164,86827.70961145194,273312.8834355828,380
bendroflumethiazide__median_dose,2507.6082021791767,669.6428571428571,3120.2633171912835,10088
bendroflumethiazide__median_dose,3732.9184322033902,3120.2633171912835,4377.818553268766,139
bendroflumethiazide__median_dose,5022.718674334141,4377.818553268766,7118.64406779661,527
promazine__median_dose,23655.11282023797,13157.894736842105,313078.4114052953,97
valproate__median_dose,208013.3519298939,77477.47747747747,2978274.6875311756,185
indoramin__median_dose,19769.71671629094,10400.0,91875.7975329647,145
lidocaine__median_dose,9900.040638297873,0.0425531914893617,15400.039574468085,192
lidocaine__median_dose,20900.038510638296,15400.039574468085,30800.03659574468,950
lidocaine__median_dose,40700.034680851066,30800.03659574468,60500.03085106383,3083
lidocaine__median_dose,80300.02702127659,60500.03085106383,90200.02510638298,177
lidocaine__median_dose,100100.02319148937,90200.02510638298,149600.01361702126,175
lidocaine__median_dose,199100.0040425532,149600.01361702126,220000.0,76
amantadine__median_dose,98612.59541984732,50000.0,512977.0992366412,96
celiprolol__median_dose,199454.56505060472,98245.61403508772,548063.1741040522,65
atorvastatin__median_dose,9304.346361185982,2203.5040431266843,14827.223719676549,5968
atorvastatin__median_dose,20350.101078167114,14827.223719676549,25083.995956873314,6403
atorvastatin__median_dose,29817.890835579514,25083.995956873314,34551.78571428571,516
atorvastatin__median_dose,39285.68059299191,34551.78571428571,59799.22506738544,2410
atorvastatin__median_dose,80312.76954177898,59799.22506738544,160000.0,494
isosorbide_dinitrate__median_dose,19649.14559427681,4583.333333333334,101782.12211361382,62
chlorpromazine__median_dose,23418.539325842696,5555.555555555556,330337.0786516854,252
lacidipine__median_dose,1982.0689655172414,1379.3103448275863,7724.137931034483,90
trimipramine__median_dose,25235.92442453121,8256.880733944954,37221.13173553327,79
trimipramine__median_dose,49206.33904653534,37221.13173553327,208010.33591731265,54
lisinopril__median_dose,4914.888936012299,769.2307692307693,7466.06319249324,1929
lisinopril__median_dose,10017.237448974181,7466.06319249324,15119.585961936065,1214
lisinopril__median_dose,20221.93447489795,15119.585961936065,64548.587181254305,474
pravastatin__median_dose,10250.361197110424,2105.2631578947367,14965.94427244582,959
pravastatin__median_dose,19681.52734778122,14965.94427244582,29970.072239422087,782
pravastatin__median_dose,40258.61713106296,29970.072239422087,87843.13725490196,657
ondansetron__optimal_dose,3984.672364672364,615.3846153846154,5959.772079772079,347
ondansetron__optimal_dose,7934.871794871794,5959.772079772079,23851.85185185185,172
sumatriptan__optimal_dose,15253.162393162393,393.44262295081967,32735.185652234828,286
sumatriptan__optimal_dose,50217.208911307265,32735.185652234828,74692.04147400869,2809
sumatriptan__optimal_dose,99166.8740367101,74692.04147400869,175213.67521367522,704
almotriptan__optimal_dose,12500.414456233422,944.9602122015915,16666.666666666668,210
midazolam__optimal_dose,5181.48667601683,869.5652173913044,7645.441795231416,50
midazolam__optimal_dose,10109.396914446002,7645.441795231416,41935.48387096774,306
fentanyl__optimal_dose,10.600046595220661,1.3259668508287292,372.28915662650604,412
terazosin__optimal_dose,2034.4088552326377,357.14285714285717,16331.104743712194,68
flecainide__optimal_dose,49325.94170062157,13513.513513513513,74906.2475485559,111
flecainide__optimal_dose,100486.55339649023,74906.2475485559,354584.25815263786,106
verapamil__optimal_dose,41144.52931683701,32000.0,80770.82302313071,106
verapamil__optimal_dose,120397.11672942442,80770.82302313071,181360.64550833782,193
verapamil__optimal_dose,242324.17428725123,181360.64550833782,641635.287789134,111
doxepin__optimal_dose,10220.594585055964,2.735562310030395,17651.764783416642,67
doxepin__optimal_dose,25082.93498177732,17651.764783416642,185781.990521327,133
bupropion__optimal_dose,148579.94770716008,79646.01769911505,168755.73209975864,1015
bupropion__optimal_dose,188931.5164923572,168755.73209975864,197338.09332260658,102
bupropion__optimal_dose,205744.67015285598,197338.09332260658,415909.0909090909,116
rizatriptan__optimal_dose,1839.3048128342245,303.030303030303,3375.579322638146,90
rizatriptan__optimal_dose,4911.853832442068,3375.579322638146,7425.757575757576,59
rizatriptan__optimal_dose,9939.661319073084,7425.757575757576,28235.29411764706,555
thioridazine__optimal_dose,10689.668034315553,4285.714285714285,18374.412532637078,204
