BNF_Presentation_Code,BNF_Presentation,BNF_Product,BNF_Chemical_Substance,BNF_Subparagraph,BNF_Paragraph,BNF_Section,BNF_Chapter
0302000K0AAAQAQ,Budesonide_Inh Susp 500mcg/ml 2ml Vl @gn,Budesonide (Inh),Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0AAARAR,Budesonide_Pdr For Inh Cap 200mcg,Budesonide (Inh),Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0AAASAS,Budesonide_Pdr For Inh Cap 400mcg,Budesonide (Inh),Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0AAATAT,Budesonide_Inha 200mcg (200 D) + Dev,Budesonide (Inh),Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0AAAUAU,Budesonide/Formoterol_InhaB/A 400/12(60D,Budesonide (Inh),Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0AAAVAV,Budesonide_Pdr For Inh 200mcg (100D)+Dev,Budesonide (Inh),Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0AAAWAW,Budesonide_Pdr For Inh 200mcg (100D) Ref,Budesonide (Inh),Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0AAAXAX,Budesonide_Pdr For Inh 200mcg (200 D),Budesonide (Inh),Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0AAAYAY,Budesonide_Pdr For Inh 400mcg (100 D),Budesonide (Inh),Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0AAAZAZ,Budesonide_Inha 100mcg (120 D) CFF,Budesonide (Inh),Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0AABABA,Budesonide_Inha 200mcg (120 D) CFF,Budesonide (Inh),Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0AABBBB,Budesonide/Formoterol_Inha200/6(120D)CFF,Budesonide (Inh),Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0AABCBC,Budesonide/Formoterol_InhaB/A 200/6(60D),Budesonide (Inh),Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BBAAAB,Pulmicort_Inha 200mcg (100 D),Pulmicort,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BBABAC,Pulmicort_Inha 200mcg (100 D) Ref,Pulmicort,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BBACAE,Pulmicort_Inha 200mcg (200 D) Ref,Pulmicort,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BBADAD,Pulmicort_Inha 200mcg (200 D),Pulmicort,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BBAEAA,Pulmicort L.S._Inha 50mcg (200 D),Pulmicort,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BBAFAF,Pulmicort L.S._Inha 50mcg (200 D) Ref,Pulmicort,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BBAGAI,Pulmicort_Respule 500mcg/ml 2ml Ud,Pulmicort,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BBAHAG,Pulmicort_Turbohaler 200mcg (100 D),Pulmicort,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BBAIAH,Pulmicort_Turbohaler 400mcg (50 D),Pulmicort,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BBAJAJ,Pulmicort_Respule 250mcg/ml 2ml Ud,Pulmicort,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BBAKAK,Pulmicort_Turbohaler 100mcg (200 D),Pulmicort,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BBALAT,Pulmicort_Inha 200mcg (200D)+NebuChamber,Pulmicort,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BBAMAZ,Pulmicort_Inha 100mcg (120 D) CFF,Pulmicort,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BBANBA,Pulmicort_Inha 200mcg (120 D) CFF,Pulmicort,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BCAAAH,Pulmaxan_Turbohaler 400mcg (50 D),Pulmaxan,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BDAAAL,Symbicort_Turbohaler 100mcg/6mcg (120 D),Symbicort,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BDABAM,Symbicort_Turbohaler 200mcg/6mcg (120 D),Symbicort,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BDACAU,Symbicort_Turbohaler 400mcg/12mcg (60 D),Symbicort,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BDADBB,Symbicort_Inh Pressurised 200/6mcg(120D),Symbicort,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BEAAAR,Budesonide 200 Cyclocaps_Cap 200mcg,Budesonide Cyclocap,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BEABAS,Budesonide 400 Cyclocaps_Cap 400mcg,Budesonide Cyclocap,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BFAAAV,Budelin Novolizer_Inh 200mcg (100 D),Novolizer,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BFABAC,Budelin Novolizer_Inh 200mcg 100D Ref,Novolizer,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BGAAAK,Easyhaler_Budesonide 100mcg (200 D),Easyhaler (Budesonide),Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BGABAX,Easyhaler_Budesonide 200mcg (200 D),Easyhaler (Budesonide),Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BGACAY,Easyhaler_Budesonide 400mcg (100 D),Easyhaler (Budesonide),Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BHAAAM,DuoResp Spiromax_Inh 160mcg/4.5mcg(120D),DuoResp Spiromax,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BHABAU,DuoResp Spiromax_Inh 320mcg/9mcg (60 D),DuoResp Spiromax,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BIAAAU,Fobumix_Easyhaler 320mcg/9mcg (60 D),Fobumix,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BIABBC,Fobumix_Easyhaler 160mcg/4.5mcg (60 D),Fobumix,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BIACAM,Fobumix_Easyhaler 160mcg/4.5mcg (120 D),Fobumix,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000K0BIADAL,Fobumix_Easyhaler 80mcg/4.5mcg (120 D),Fobumix,Budesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAAAAA,Fluticasone Prop_Pdr Inh 50mcg Disk+Dev,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAABAB,Fluticasone Prop_Pdr Inh 50mcg Disk Ref,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAACAC,Fluticasone Prop_Pdr Inh 100mcg Disk+Dev,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAADAD,Fluticasone Prop_Pdr Inh 100mcg Disk Ref,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAAEAE,Fluticasone Prop_Pdr Inh 250mcg Disk+Dev,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAAFAF,Fluticasone Prop_Pdr Inh 250mcg Disk Ref,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAAGAG,Fluticasone Prop_Inha 25mcg (120 D),Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAAHAH,Fluticasone Prop_Inha 50mcg (120 D),Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAAIAI,Fluticasone Prop_Inha 125mcg (120 D),Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAAJAJ,Fluticasone Prop_Inha 25mcg (60 D),Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAAKAK,Fluticasone Prop_Inha 50mcg (60 D),Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAALAL,Fluticasone Prop_Inha 125mcg (60 D),Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAAMAM,Fluticasone Prop_Inha 250mcg (120 D),Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAANAN,Fluticasone Prop_Inha 250mcg (60 D),Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAAPAP,Fluticasone Prop_Pdr Inh 500mcg Disk+Dev,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAAQAQ,Fluticasone Prop_Pdr Inh 500mcg Disk Ref,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAARAR,Fluticasone Prop_Pdr For Inh 50mcg (60D),Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAASAS,Fluticasone Prop_Pdr For Inh 100mcg(60D),Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAATAT,Fluticasone Prop_Pdr For Inh 250mcg(60D),Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAAUAU,Fluticasone Prop_Pdr For Inh 500mcg(60D),Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAAVAV,Fluticasone Prop_Inh Soln 500mcg/2ml Ud,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAAWAW,Fluticasone Prop_Inh Soln 2mg/2ml Ud,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAAXAX,Fluticasone/Salmeterol_Inh 100/50mcg 60D,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAAYAY,Fluticasone/Salmeterol_Inh 250/50mcg 60D,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AAAZAZ,Fluticasone/Salmeterol_Inh 500/50mcg 60D,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AABABA,Fluticasone Prop_Inha 125mcg (120 D) CFF,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AABBBB,Fluticasone Prop_Inha 125mcg (60 D) CFF,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AABCBC,Fluticasone Prop_Inha 250mcg (120 D) CFF,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AABDBD,Fluticasone Prop_Inha 250mcg (60 D) CFF,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AABEBE,Fluticasone/Salmeterol_Inh 50/25mcg 120D,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AABFBF,Fluticasone/Salmeterol_Inh 125/25mcg120D,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AABGBG,Fluticasone/Salmeterol_Inh 250/25mcg120D,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AABHBH,Fluticasone Prop_Inha 50mcg (120 D) CFF,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AABIBI,Fluticasone Prop_Pdr Inh 250mcg Disk @gn,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AABJBJ,Fluticasone/Formoterol_Inh 125/5mcg 120D,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AABKBK,Fluticasone/Formoterol_Inh 250/10mcg120D,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AABLBL,Fluticasone/Formoterol_Inh 50/5mcg 120 D,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AABPBP,Fluticasone/Formoterol_InhBA125/5mcg120D,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0AABQBQ,Fluticasone/Formoterol_Inh BA50/5mcg120D,Fluticasone Prop (Inh),Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBAAAA,Flixotide_Disk 50mcg & Diskhaler,Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBABAB,Flixotide_Disk 50mcg Ref,Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBACAC,Flixotide_Disk 100mcg & Diskhaler,Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBADAD,Flixotide_Disk 100mcg Ref,Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBAEAE,Flixotide_Disk 250mcg & Diskhaler,Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBAFAF,Flixotide_Disk 250mcg Ref,Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBAGAG,Flixotide_Inha 25mcg (120 D),Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBAHAH,Flixotide_Inha 50mcg (120 D),Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBAIAI,Flixotide_Inha 125mcg (120 D),Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBAJAJ,Flixotide_Inha 25mcg (60 D),Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBAKAK,Flixotide_Inha 50mcg (60 D),Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBALAL,Flixotide_Inha 125mcg (60 D),Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBAMAM,Flixotide_Inha 250mcg (120 D),Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBANAN,Flixotide_Inha 250mcg (60 D),Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBAPAP,Flixotide_Disk 500mcg & Diskhaler,Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBAQAQ,Flixotide_Disk 500mcg Ref,Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBARAR,Flixotide_Accuhaler 50mcg (60 D),Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBASAS,Flixotide_Accuhaler 100mcg (60 D),Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBATAT,Flixotide_Accuhaler 250mcg (60 D),Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBAUAU,Flixotide_Accuhaler 500mcg (60 D),Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBAVAV,Flixotide_Nebules 500mcg/2ml Ud,Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBAWAW,Flixotide_Nebules 2mg/2ml Ud,Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBAXBA,Flixotide_Evohaler 125mcg (120 D),Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBAYBB,Flixotide_Evohaler 125mcg (60 D),Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBAZBC,Flixotide_Evohaler 250mcg (120 D),Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBBABD,Flixotide_Evohaler 250mcg (60 D),Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BBBBBH,Flixotide_Evohaler 50mcg (120 D),Flixotide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BCAAAX,Seretide 100_Accuhaler 100mcg/50mcg(60D),Seretide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BCABAY,Seretide 250_Accuhaler 250mcg/50mcg(60D),Seretide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BCACAZ,Seretide 500_Accuhaler 500mcg/50mcg(60D),Seretide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BCADBE,Seretide 50_Evohaler 50mcg/25mcg (120 D),Seretide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BCAEBF,Seretide 125_Evohaler 125mcg/25mcg(120D),Seretide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BCAFBG,Seretide 250_Evohaler 250mcg/25mcg(120D),Seretide,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BDAABJ,Flutiform_Inha 125/5mcg (120 D),Flutiform,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BDABBK,Flutiform_Inha 250/10mcg (120 D),Flutiform,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BDACBL,Flutiform_Inha 50/5mcg (120 D),Flutiform,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BDADBP,Flutiform_K-haler 125/5mcg (120 D),Flutiform,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BDAEBQ,Flutiform_K-haler 50/5mcg (120 D),Flutiform,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BFAABF,Sirdupla_Inh 125mcg/25mcg (120D),Sirdupla,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BFABBG,Sirdupla_Inh 250mcg/25mcg (120D),Sirdupla,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BGAAAZ,AirFluSal Forspiro_Inh 500/50mcg (60D),AirFluSal,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BGABBF,AirFluSal_Inh 125mcg/25mcg (120D),AirFluSal,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BGACBG,AirFluSal_Inh 250mcg/25mcg (120D),AirFluSal,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BHAAAZ,Aerivio Spiromax_Inh 500/50mcg (60D),Aerivio Spiromax,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BIAABF,Sereflo_Inh 125mcg/25mcg (120D),Sereflo,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BIABBG,Sereflo_Inh 250mcg/25mcg (120D),Sereflo,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BJAABF,Aloflute_Inh 125mcg/25mcg (120D),Aloflute,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
