BNF_Presentation_Code,BNF_Presentation,BNF_Product,BNF_Chemical_Substance,BNF_Subparagraph,BNF_Paragraph,BNF_Section,BNF_Chapter
1202010I0AAAEAE,Budesonide_Aq Nsl Spy 50mcg (200 D),Budesonide (Nsl),Budesonide,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010I0AAAFAF,Budesonide_Aq Nsl Spy 64mcg (120 D),Budesonide (Nsl),Budesonide,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010I0AAAGAG,Budesonide_Aq Nsl Spy 100mcg (150D),Budesonide (Nsl),Budesonide,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010I0BBAAAA,Rhinocort_Inha 50mcg (200 D),Rhinocort,Budesonide,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010I0BBABAB,Rhinocort_Tt/ Pack (Aero & 2 Ref),Rhinocort,Budesonide,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010I0BBACAC,Rhinocort Aqua_Nsl P/Spy 100mcg 5ml 100D,Rhinocort,Budesonide,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010I0BBADAE,Rhinocort Aqua_Nsl Spy 50mcg 10ml,Rhinocort,Budesonide,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010I0BBAEAF,Rhinocort Aqua 64_Nsl P/Spy 64mcg (120D),Rhinocort,Budesonide,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010I0BCAAAG,Budeflam Aquanase_AqNslSpy 100mcg (150D),Budeflam Aquanase,Budesonide,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010I0BDAAAD,Aircort_Nsl Spy 100mcg (200D),Aircort,Budesonide,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010I0BEAAAF,Benacort_Aq Nsl Spy 64mcg (120 D),Benacort,Budesonide,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010K0AAAAAA,Levocabastine_Nsl Spy 0.5mg/ml,Levocabastine (Nsl),Levocabastine,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010K0BBAAAA,Livostin_Nsl Spy 0.5mg/ml 10ml,Livostin (Nsl),Levocabastine,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010K0BBABAA,Livostin Direct_Nsl Spy 0.5mg/ml 5ml,Livostin (Nsl),Levocabastine,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010L0AAAAAA,Flunisolide_Nsl Spy 25mcg/0.1ml 24ml,Flunisolide,Flunisolide,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010L0AAABAB,Flunisolide_Nsl Spy 25mcg (100 D),Flunisolide,Flunisolide,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010L0AAACAC,Flunisolide_Nsl Spy 25mcg/0.1ml,Flunisolide,Flunisolide,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010L0BBAAAA,Syntaris_Nsl Spy 25mcg/0.1ml 24ml,Syntaris,Flunisolide,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010L0BBABAB,Syntaris Hayfever_Nsl Spy 25mcg (100 D),Syntaris,Flunisolide,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010M0AAAAAA,Fluticasone Prop_Nsl Spy 50mcg (120 D),Fluticasone Prop (Nsl),Fluticasone Propionate (Nsl),Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010M0AAABAB,Fluticasone Prop_Susp Nsl Dps 400mcg Ud,Fluticasone Prop (Nsl),Fluticasone Propionate (Nsl),Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010M0AAACAC,Fluticasone Prop_Nsl Spy 50mcg (150 D),Fluticasone Prop (Nsl),Fluticasone Propionate (Nsl),Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010M0AAADAD,Fluticasone Prop_Nsl Spy 50mcg (60 D),Fluticasone Prop (Nsl),Fluticasone Propionate (Nsl),Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010M0AAAEAE,Fluticasone Prop_Nsl Spy 50mcg (150D)@gn,Fluticasone Prop (Nsl),Fluticasone Propionate (Nsl),Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010M0AAAFAF,Fluticasone Prop_Nsl Spy 50mcg (60D)@gn,Fluticasone Prop (Nsl),Fluticasone Propionate (Nsl),Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010M0BBAAAA,Flixonase_Aq Nsl Spy 50mcg (120 D),Flixonase,Fluticasone Propionate (Nsl),Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010M0BBABAB,Flixonase_Aq Nasule Dps 400mcg Ud,Flixonase,Fluticasone Propionate (Nsl),Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010M0BBACAC,Flixonase_Aq Nsl Spy 50mcg (150 D),Flixonase,Fluticasone Propionate (Nsl),Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010M0BCAAAC,Nasofan_Aq Nsl Spy 50mcg (150 D),Nasofan,Fluticasone Propionate (Nsl),Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010M0BCABAD,Nasofan_Allergy Aq Nsl Spy 50mcg (60 D),Nasofan,Fluticasone Propionate (Nsl),Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010M0BDAAAD,Pirinase_Hayfever Nsl Spy 0.05% (60D),Pirinase,Fluticasone Propionate (Nsl),Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010M0BDABAD,Pirinase_H/FvrRelAdult NslSpy 0.05%(60D),Pirinase,Fluticasone Propionate (Nsl),Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010M0BEAAAD,Boots_Pharmacy Nsl Spy 50mcg (60D),Boots Pharmacy Hayfever & Allergy,Fluticasone Propionate (Nsl),Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010N0AAAAAA,Neomycin Sulf_Inh 25%,Neomycin Sulf (Mth),Neomycin Sulfate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010P0AAAAAA,Sod Cromoglicate_Nsl Dps 2%,Sod Cromoglicate (Nsl),Sodium Cromoglicate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010P0AAABAB,Sod Cromoglicate_Nsl Spy 2% + Pump,Sod Cromoglicate (Nsl),Sodium Cromoglicate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010P0AAACAC,Sod Cromoglicate_Insuf Cart 10mg,Sod Cromoglicate (Nsl),Sodium Cromoglicate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010P0AAADAD,Sod Cromoglicate_Nsl Spy Pump + Ref,Sod Cromoglicate (Nsl),Sodium Cromoglicate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010P0AAAEAE,Gppe Nsl Spy + Pump_Rynacrom Co,Sod Cromoglicate (Nsl),Sodium Cromoglicate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010P0AAAFAF,Gppe Nsl Spy_Resiston One 10ml,Sod Cromoglicate (Nsl),Sodium Cromoglicate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010P0AAAGAG,Sod Cromoglicate_Aq Nsl Spy 4% 22ml,Sod Cromoglicate (Nsl),Sodium Cromoglicate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010P0AAAHAH,Sod Cromoglicate_Aq Nsl Spy 2%,Sod Cromoglicate (Nsl),Sodium Cromoglicate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010P0BBAAAC,Rynacrom_Ref Cap (Cart) 10mg,Rynacrom,Sodium Cromoglicate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010P0BBABAA,Rynacrom_Nsl Dps 2%,Rynacrom,Sodium Cromoglicate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010P0BBACAB,Rynacrom_Nsl Spy 2% Soln + Pump,Rynacrom,Sodium Cromoglicate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010P0BBADAE,Rynacrom Co_Nsl Spy Soln + Pump,Rynacrom,Sodium Cromoglicate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010P0BBAEAG,Rynacrom_Nsl Spy 4% 22ml,Rynacrom,Sodium Cromoglicate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010P0BBAFAF,Rynacrom Allergy_Nsl Spy 10ml,Rynacrom,Sodium Cromoglicate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010P0BCAAAD,Lomusol_Soln 2% Ref Pack,Lomusol,Sodium Cromoglicate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010P0BCABAB,Lomusol_Soln 2% S/Pack,Lomusol,Sodium Cromoglicate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010P0BDAAA0,Resiston Treatment Pack_Nsl Spy,Resiston,Sodium Cromoglicate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010P0BDABAF,Resiston One_Nsl Spy 10ml,Resiston,Sodium Cromoglicate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010P0BEAAAH,Vividrin_Nsl Spy 2%,Vividrin (Nsl),Sodium Cromoglicate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010P0BEABAH,Vividrin_Nsl Spy 2% (Import),Vividrin (Nsl),Sodium Cromoglicate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010Q0AAAAAA,Nedocromil Sod_Aq Nsl Spy 1% (112 D),Nedocromil Sod (Nsl),Nedocromil Sodium,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010Q0BBAAAA,Tilarin_Aq Nsl Spy 1% (112D),Tilarin,Nedocromil Sodium,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010T0AAAAAA,Triamcinol Aceton_Aq Nsl Spy 55mcg(120D),Triamcinol Aceton (Nsl),Triamcinolone Acetonide,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010T0AAABAB,Triamcinol Aceton_Aq Nsl Spy 55mcg(30D),Triamcinol Aceton (Nsl),Triamcinolone Acetonide,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010T0BBAAAA,Nasacort_Nsl Spy 55mcg (120D),Nasacort,Triamcinolone Acetonide,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010T0BBABAB,Nasacort_Allergy Nsl Spy 55mcg (30D),Nasacort,Triamcinolone Acetonide,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010U0AAAAAA,Mometasone Fur_Aq N/Spy 50mcg (140 D),Mometasone Fur (Nsl),Mometasone Furoate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010U0BBAAAA,Nasonex_Aq N/Spy 50mcg (140 D),Nasonex,Mometasone Furoate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010V0AAAAAA,Tramazoline/Dexameth_Spy 120/20mcg 110D,Dexameth Isonicotinate,Dexamethasone Isonicotinate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010V0AAABAB,Gppe Nsl Spy_Dexa-Rhinaspray + Applic,Dexameth Isonicotinate,Dexamethasone Isonicotinate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010V0BBAAAA,Dexa-Rhinaspray Duo_Nsl Spy (110 D) CFF,Dexa-Rhinaspray,Dexamethasone Isonicotinate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010V0BBABAB,Dexa-Rhinaspray_9g + Applic,Dexa-Rhinaspray,Dexamethasone Isonicotinate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010W0AAAAAA,Fluticasone Fur_Nsl Spy 27.5mcg (120D),Fluticasone Fur,Fluticasone Furoate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010W0BBAAAA,Avamys_Nsl Spy 27.5mcg (120D),Avamys,Fluticasone Furoate,Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010Y0AAAAAA,Fluticasone/Azelastine_Spy50/137mcg 120D,Fluticasone Prop/Azelastine HCl,Fluticasone Prop/Azelastine HCl (Nsl),Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202010Y0BBAAAA,Dymista_Nsl Spy 50mcg/137mcg (120 D),Dymista,Fluticasone Prop/Azelastine HCl (Nsl),Drugs Used In Nasal Allergy,Drugs Used In Nasal Allergy,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
120202000AAAMAM,Oily_Nsl Dps,Generic Co Prepn Bnf 1202020,Other Topical Nasal Decongestant Preps,Topical Nasal Decongestants,Topical Nasal Decongestants,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
120202000AAANAN,Levomenthol_Oint 0.3%,Generic Co Prepn Bnf 1202020,Other Topical Nasal Decongestant Preps,Topical Nasal Decongestants,Topical Nasal Decongestants,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
120202000BJBAA0,Nostroline_Nsl Rem Oint,Proprietary Co Prepn Bnf 1202020,Other Topical Nasal Decongestant Preps,Topical Nasal Decongestants,Topical Nasal Decongestants,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
120202000BJBBA0,Rhinovac_Nsl Spy,Proprietary Co Prepn Bnf 1202020,Other Topical Nasal Decongestant Preps,Topical Nasal Decongestants,Topical Nasal Decongestants,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
120202000BJBCA0,Nasomixin_Nsl Spy 15ml,Proprietary Co Prepn Bnf 1202020,Other Topical Nasal Decongestant Preps,Topical Nasal Decongestants,Topical Nasal Decongestants,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
120202000BJBDA0,Olbas_Inha Stick,Proprietary Co Prepn Bnf 1202020,Other Topical Nasal Decongestant Preps,Topical Nasal Decongestants,Topical Nasal Decongestants,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
120202000BJBEA0,ESI_Propolis Nsl Spy 12% 20ml,Proprietary Co Prepn Bnf 1202020,Other Topical Nasal Decongestant Preps,Topical Nasal Decongestants,Topical Nasal Decongestants,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
120202000BJBFAN,Happinose_Nsl Decongestant Balm,Proprietary Co Prepn Bnf 1202020,Other Topical Nasal Decongestant Preps,Topical Nasal Decongestants,Topical Nasal Decongestants,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
120202000BJBGA0,Oleum Rhinale_Nsl Dps,Proprietary Co Prepn Bnf 1202020,Other Topical Nasal Decongestant Preps,Topical Nasal Decongestants,Topical Nasal Decongestants,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202020B0AAAAAA,Adren_Nsl Dps 1/1000,Adren (Nsl),Adrenaline,Topical Nasal Decongestants,Topical Nasal Decongestants,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202020B0AAABAB,Adren_Nsl Dps 1/100,Adren (Nsl),Adrenaline,Topical Nasal Decongestants,Topical Nasal Decongestants,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202020C0AAAAAA,Ephed HCl_Nsl Crm 1%,Ephed HCl (Nsl),Ephedrine Hydrochloride,Topical Nasal Decongestants,Topical Nasal Decongestants,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202020C0AAABAB,Ephed HCl_Nsl Dps 0.25%,Ephed HCl (Nsl),Ephedrine Hydrochloride,Topical Nasal Decongestants,Topical Nasal Decongestants,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202020C0AAACAC,Ephed HCl_Nsl Dps 0.5% BP,Ephed HCl (Nsl),Ephedrine Hydrochloride,Topical Nasal Decongestants,Topical Nasal Decongestants,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202020C0AAADAD,Ephed HCl_Nsl Dps 0.75%,Ephed HCl (Nsl),Ephedrine Hydrochloride,Topical Nasal Decongestants,Topical Nasal Decongestants,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202020C0AAAEAE,Ephed HCl_Nsl Dps 1% BP,Ephed HCl (Nsl),Ephedrine Hydrochloride,Topical Nasal Decongestants,Topical Nasal Decongestants,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202020C0AAAFAF,Ephed In Nor Saline_Nsl Dps 0.25%,Ephed HCl (Nsl),Ephedrine Hydrochloride,Topical Nasal Decongestants,Topical Nasal Decongestants,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
1202020C0AAAGAG,Ephed In Nor Saline_Nsl Dps 0.5%,Ephed HCl (Nsl),Ephedrine Hydrochloride,Topical Nasal Decongestants,Topical Nasal Decongestants,Drugs Acting On The Nose,"Ear, Nose And Oropharynx"
