substance,code,doses,quantities
['lidocaine'],bc46.,"[('1000000', 'mcg')]","[('5', 'sztuk')]"
['lidocaine'],bc47.,"[('2000000', 'mcg')]","[('10', 'sztuk')]"
['lidocaine'],bc48.,"[('1', '%')]","[('10', 'sztuk')]"
['lidocaine'],bc49.,"[('2', '%')]","[('5', 'sztuk')]"
['lidocaine'],bc4a.,"[('20', '%')]","[('5', 'sztuk')]"
['lidocaine'],bc4b.,"[('1000000', 'mcg')]","[('5', 'sztuk')]"
['lidocaine'],bc4c.,"[('2000000', 'mcg')]","[('10', 'sztuk')]"
['lidocaine'],bc4d.,"[('100000', 'mcg')]",[]
['lidocaine'],bc4e.,"[('100000', 'mcg')]",[]
['mexiletine'],bc5..,[],[]
['mexiletine'],bc51.,"[('50000', 'mcg')]",[]
['mexiletine'],bc52.,"[('200000', 'mcg')]",[]
['mexiletine'],bc53.,"[('250000', 'mcg')]",[]
['mexiletine'],bc54.,"[('360000', 'mcg')]",[]
['mexiletine'],bc5w.,"[('50000', 'mcg')]",[]
['mexiletine'],bc5x.,"[('200000', 'mcg')]",[]
['mexiletine'],bc5y.,"[('250000', 'mcg')]",[]
['mexiletine'],bc5z.,"[('360000', 'mcg')]",[]
['phenytoin'],bc6..,[],[]
['phenytoin'],bc61.,"[('250000', 'mcg')]",[]
['phenytoin'],bc62.,"[('250000', 'mcg')]",[]
['quinidine'],bc9..,[],[]
['quinidine'],bc91.,"[('200000', 'mcg')]",[]
['quinidine'],bc92.,"[('300000', 'mcg')]",[]
['quinidine'],bc93.,"[('250000', 'mcg')]",[]
['quinidine'],bc95.,"[('200000', 'mcg')]",[]
['quinidine'],bc9w.,"[('200000', 'mcg')]",[]
['quinidine'],bc9x.,"[('300000', 'mcg')]",[]
['quinidine'],bc9y.,"[('250000', 'mcg')]",[]
['quinidine'],bc9z.,"[('250000', 'mcg')]",[]
['propafenone'],bcb..,[],[]
['propafenone'],bcb1.,"[('150000', 'mcg')]",[]
['propafenone'],bcb2.,"[('300000', 'mcg')]",[]
['propafenone'],bcb3.,"[('150000', 'mcg')]",[]
['propafenone'],bcb4.,"[('300000', 'mcg')]",[]
['propranolol'],bd1..,[],[]
['ranolazine'],bD1..,[],[]
['propranolol'],bd11.,"[('10000', 'mcg')]",[]
['ranolazine'],bD11.,"[('375000', 'mcg')]",[]
['propranolol'],bd12.,"[('40000', 'mcg')]",[]
['ranolazine'],bD12.,"[('500000', 'mcg')]",[]
['propranolol'],bd13.,"[('80000', 'mcg')]",[]
['ranolazine'],bD13.,"[('750000', 'mcg')]",[]
['propranolol'],bd14.,"[('160000', 'mcg')]",[]
['propranolol'],bd15.,"[('10000', 'mcg')]",[]
['propranolol'],bd16.,"[('40000', 'mcg')]",[]
['propranolol'],bd17.,"[('80000', 'mcg')]",[]
['propranolol'],bd18.,"[('160000', 'mcg')]",[]
['propranolol'],bd19.,"[('10000', 'mcg')]",[]
['propranolol'],bd1a.,"[('40000', 'mcg')]",[]
['propranolol'],bd1A.,"[('10000', 'mcg')]",[]
['propranolol'],bd1b.,"[('80000', 'mcg')]",[]
['propranolol'],bd1B.,"[('40000', 'mcg')]",[]
['propranolol'],bd1c.,"[('160000', 'mcg')]",[]
['propranolol'],bd1C.,"[('80000', 'mcg')]",[]
['propranolol'],bd1d.,"[('10000', 'mcg')]",[]
['propranolol'],bd1D.,"[('160000', 'mcg')]",[]
['propranolol'],bd1e.,"[('40000', 'mcg')]",[]
['propranolol'],bd1E.,"[('160000', 'mcg')]",[]
['propranolol'],bd1f.,"[('80000', 'mcg')]",[]
['propranolol'],bd1F.,"[('160000', 'mcg')]",[]
['propranolol'],bd1g.,"[('160000', 'mcg')]",[]
['propranolol'],bd1G.,"[('160000', 'mcg')]",[]
['propranolol'],bd1h.,"[('10000', 'mcg')]",[]
['propranolol'],bd1H.,"[('1000', 'mcg')]",[]
['propranolol'],bd1i.,"[('40000', 'mcg')]",[]
['propranolol'],bd1I.,"[('5000', 'mcg')]",[]
['propranolol'],bd1j.,"[('80000', 'mcg')]",[]
['propranolol'],bd1J.,"[('50000', 'mcg')]",[]
['propranolol'],bd1k.,"[('160000', 'mcg')]",[]
['propranolol'],bd1K.,"[('80000', 'mcg')]",[]
['propranolol'],bd1l.,"[('80000', 'mcg')]",[]
['propranolol'],bd1L.,"[('80000', 'mcg')]",[]
